coefficients,signature,discriminant
"[1, 18, -29, 29, 20]",[1],-3974594903
"[1, 15, 2, 11, -12]",[1],-223895903
"[1, -8, 14, -2, 24]",[1],-3837488
"[1, -6, -30, 17, -19]",[1],-518980171
"[1, 18, -3, -4, 6]",[1],-97108416
"[1, 2, -23, -1, -17]",[1],-105482071
"[1, -10, -23, 2, 12]",[1],37179056
"[1, -7, -27, 23, -12]",[1],-215588236
"[1, 28, -28, 11, 26]",[1],-15158383051
"[1, 29, 25, -20, 14]",[1],-5609181028
"[1, -27, 29, -21, -32]",[1],-15949824300
"[1, -8, 23, 21, -2]",[1],-33852119
"[1, 5, 6, -19, 30]",[1],27872969
"[1, -23, 30, -18, 29]",[1],-3389904643
"[1, 9, -16, 26, -21]",[2],-76121531
"[1, -32, 1, -19, -27]",[1],-21762755471
"[1, -30, -19, 9, 26]",[1],-13283246983
"[1, 24, -8, -28, -22]",[1],-4547269376
"[1, -31, -12, -17, 17]",[1],-10179213624
"[1, -11, 27, 23, 23]",[1],28492101
"[1, -4, -22, -23, 29]",[1],-154295275
"[1, 17, 19, -6, 23]",[1],-1077595983
"[1, 30, -8, 27, -17]",[1],-6946450947
"[1, 31, 18, 8, 31]",[1],-20139065851
"[1, -11, 21, 7, 28]",[1],-106734348
"[1, 18, -27, 20, 21]",[1],-2975759856
"[1, 24, 6, -2, -30]",[2],-7516472112
"[1, -7, 16, 12, 1]",[3],-1123867
"[1, -3, 1, -7, -16]",[1],-2522528
"[1, 7, -3, -21, 15]","[2, 0]",1522557
"[1, -29, 3, -8, 21]",[1],-8118267583
"[1, -27, 12, -23, -24]",[1],-10493449911
"[1, -1, -16, -23, 23]",[1],-34692556
"[1, -21, 4, -27, -21]",[1],-3292570956
"[1, -23, 25, 6, 29]",[1],-6303302127
"[1, 7, -28, -16, 1]",[2],73093509
"[1, 32, -31, 16, 15]",[1],-10744347792
"[1, -30, 6, -12, 21]",[1],-8825487408
"[1, -6, 24, -20, -11]",[1],-16003760
"[1, 5, -11, -16, -7]",[1],-4047407
"[1, -6, -16, 23, -7]",[1],-586851
"[1, -26, -13, -26, 32]",[1],-18986559728
"[1, 1, 21, -7, -30]",[1],-159800396
"[1, 28, 30, -13, -12]",[1],746942917
"[1, -19, -12, -28, 24]",[1],-4262872000
"[1, 27, 30, 10, -4]",[1],-275778256
"[1, 24, 9, 3, 32]",[1],-8276861119
"[1, 30, -7, 14, 10]",[1],-3077575760
"[1, -12, 26, -7, -16]",[1],-6976011
"[1, 17, 1, -11, -17]",[1],-585644251
"[1, -24, 24, -15, -20]",[1],-3865869275
"[1, 5, 31, 3, 18]",[1],186657588
"[1, 32, -30, -1, 18]",[1],-8055153787
"[1, 19, 5, 0, -31]",[1],-3137072063
"[1, -12, -27, 5, -25]",[1],-1434288775
"[1, 19, -9, 25, 19]",[1],-2546672859
"[1, -10, -18, 31, -28]",[1],-694731411
"[1, -27, -12, -6, 22]",[1],-8079032012
"[1, 28, -2, -26, 18]",[1],-3538965424
"[1, -15, -24, -11, 12]",[1],-405829575
"[1, -24, -13, 15, -29]",[1],-9852255351
"[1, 0, -11, -6, 19]",[1],-311184
"[1, 17, -12, -17, 17]",[1],-271834488
"[1, 5, 30, 4, 1]","[1, 2]",7894949
"[1, 30, -6, 13, 2]",[1],-409033075
"[1, 20, -5, 19, 19]",[1],-2212558303
"[1, 20, 20, 16, 17]",[1],-580140544
"[1, 22, -21, -23, 12]",[1],1169071457
"[1, -7, -28, 10, 21]",[1],281874597
"[1, 27, 30, 9, 3]",[1],-67633272
"[1, 21, 6, 3, -32]",[2],-5091311183
"[1, -4, -11, -32, 20]",[1],-143006656
"[1, -16, 22, 2, -23]",[1],-328719280
"[1, 27, 1, 21, 29]",[1],-12633864091
"[1, 1, 21, 5, 22]",[1],40968788
"[1, 4, 27, -14, 17]",[1],158453680
"[1, -25, 10, -14, -31]",[1],-10551126043
"[1, 10, 6, -8, 3]",[1],-2036272
"[1, -24, 4, -11, 17]",[1],-2405537579
"[1, 28, 17, 21, 18]",[1],-3426830631
"[1, -21, -29, -12, 4]",[1],-218457648
"[1, -28, -14, 15, -21]",[1],-9680470155
"[1, -16, -7, -16, 4]",[1],-144974784
"[1, 19, -14, 1, -19]",[1],-1593428060
"[1, -24, 19, -18, 30]",[1],-5211915648
"[1, -31, -20, 22, 3]",[1],2194990693
"[1, -8, 13, 12, -16]",[1],1023168
"[1, -25, 28, -20, -2]",[1],-437952748
"[1, -22, -3, -4, -1]",[2],-6926576
"[1, 7, 4, 28, -32]",[1],-142642432
"[1, 28, -11, 3, -27]",[1],-12776769927
"[1, -11, -30, 13, 20]",[1],556668481
"[1, -25, 7, -10, -26]",[1],-7259659144
"[1, -9, -29, -6, 9]",[1],71373609
"[1, 18, 1, -6, 25]",[1],-1737667008
"[1, -31, -1, -14, 9]",[1],-2445157071
"[1, 0, 14, 5, 7]",[1],3222613
"[1, 30, 8, 15, 7]",[1],-991183923
"[1, -30, -22, -25, -27]",[1],-12752153723
"[1, -24, 29, -6, -21]",[1],-2710999056
"[1, -21, -12, -2, -4]",[1],-92211808
"[1, 2, 32, 25, -17]",[1],-366447987
"[1, 14, 14, 19, -10]",[1],-194120179
"[1, 11, 15, -8, -24]",[1],-37031648
"[1, 12, -24, 20, 23]",[1],-997752064
"[1, 3, -14, -31, 18]",[1],12690089
"[1, 20, -21, 2, 27]",[1],-3790145200
"[1, -9, 25, -3, 28]",[1],52279092
"[1, -9, 28, 26, -17]",[1],-205454371
"[1, -29, 25, 21, 4]",[1],-262804300
"[1, -22, 5, 27, 11]",[1],-207539975
"[1, -25, -6, 22, 30]",[1],-8070053036
"[1, -32, 5, 30, -24]",[1],-10113597696
"[1, 7, 5, 8, -30]",[1],-50936916
"[1, 5, 13, 18, -2]",[1],-653128
"[1, -10, 20, 3, 21]",[1],-25178691
"[1, -27, 26, 12, 16]",[1],-4998059712
"[1, -8, 8, -20, -17]",[1],-49075200
"[1, 20, 31, 18, 19]",[1],-632318704
"[1, -12, -9, -12, 29]",[1],-785571376
"[1, 5, 3, 13, 23]",[1],-6561243
"[1, -17, -17, -8, -25]",[1],-1690678943
"[1, -21, 13, -18, 23]",[1],-1861461151
"[1, -22, 20, -21, 8]",[1],-157278683
"[1, 26, 20, 25, -29]",[1],-13117017411
"[1, -23, -8, -16, 15]",[1],-2507647643
"[1, 16, 2, 10, -7]",[1],-109722800
"[1, -2, 14, -5, 32]",[1],3497533
"[1, -2, 21, -13, 13]",[1],20710625
"[1, -8, -21, 2, -24]",[1],-363250400
"[1, 19, -17, -21, 23]",[1],-574417251
"[1, 13, 18, 14, -3]",[1],-21010307
"[1, 18, -10, 11, -30]",[1],-2692275395
"[1, 0, 13, -2, 25]",[1],2056016
"[1, -28, 28, -17, -32]",[1],-17342776507
"[1, -7, -5, -2, 20]",[1],-41545468
"[1, -15, 10, -10, -14]",[1],-280495564
"[1, -2, 28, 12, -26]",[1],-372501184
"[1, -30, 1, -19, 13]",[2],-4337609311
"[1, 27, 10, 25, -2]",[1],-1332670111
"[1, 14, 31, 30, 4]",[1],-18766384
"[1, -1, 25, -1, 30]",[1],122139764
"[1, -3, -29, 16, -17]",[1],-256830751
"[1, -4, -14, -19, 17]",[1],-53617979
"[1, 27, -11, -17, -32]",[1],-17710754512
"[1, 32, -32, -12, -32]",[1],-46499007232
"[1, 13, 7, -9, 10]",[1],-74876428
"[1, 29, -31, 9, -5]",[1],-441984419
"[1, -31, -20, -9, -28]",[1],-19828669767
"[1, 9, 7, -29, 5]","[1, 0]",18917413
"[1, -31, 12, -31, 3]",[1],-2925758452
"[1, 12, -27, -2, -13]",[1],-501663568
"[1, -21, -4, -13, 9]",[1],-619380512
"[1, 21, 3, 5, -11]",[1],-645201131
"[1, -10, -10, 24, 29]",[1],-71532848
"[1, 14, -17, -1, -14]",[2],-393544231
"[1, -15, 22, -10, -21]",[1],-372016339
"[1, -1, 3, 23, -2]","[0, 1]",-8687520
"[1, -32, -31, 13, -25]",[1],-30186987599
"[1, -27, 8, 26, 28]",[1],-11216715296
"[1, -10, 27, -16, -23]",[1],-3699216
"[1, 3, -10, -28, 32]",[1],-7594176
"[1, -29, 9, -2, -15]",[1],-4135138591
"[1, -2, 18, 22, -17]",[1],-97993152
"[1, -11, 29, 25, 5]",[1],965125
"[1, -14, 21, -12, -15]",[1],-163664496
"[1, 9, -28, -31, 7]",[1],606047932
"[1, 9, 9, -13, -9]",[1],4938381
"[1, 8, -14, 13, -10]",[1],-10482955
"[1, -26, -27, -17, -31]",[1],-11347991375
"[1, 7, -24, 9, -3]",[1],-9936216
"[1, 28, -19, -29, 28]",[1],-4745781351
"[1, 22, -31, 17, 7]",[1],-944273223
"[1, 14, -4, -27, 24]",[1],-284019963
"[1, -21, 29, 10, 2]",[1],-92292888
"[1, 32, -16, 6, -4]",[1],-340039856
"[1, 6, -9, -19, 20]",[2],6530369
"[1, 19, -19, -14, -27]",[1],-4555529807
"[1, 12, 2, -31, 18]",[1],-17471051
"[1, -14, -8, -9, -15]",[2],-241952643
"[1, -29, -17, 25, -20]",[1],-10937052160
"[1, -16, 5, -23, -28]",[1],-1693945807
"[1, 32, 4, 1, -9]",[1],-2264915291
"[1, -30, 3, 17, -12]",[1],-2245695543
"[1, 26, 28, -14, 4]",[1],-514546864
"[1, 13, -21, 16, -17]",[1],-220115583
"[1, 9, -10, 16, -21]",[1],-98547683
"[1, 10, -28, -12, 11]",[1],295273552
"[1, 24, -3, 20, 12]",[1],-1994917248
"[1, -11, 10, 18, 1]",[2],16275557
"[1, 8, -22, 25, 23]",[1],-458650075
"[1, -18, -31, -13, -17]",[1],-1152363887
"[1, 16, 10, 25, -15]",[1],-758878075
"[1, 10, -18, -16, 2]",[1],65047104
"[1, -16, -16, -12, -29]",[1],-1685467136
"[1, -8, 29, 20, -11]",[1],-161630064
"[1, -23, -7, -22, 2]",[1],-648897928
"[1, -5, 14, 32, 24]",[1],56700480
"[1, -28, -22, 12, 31]",[1],-13340825600
"[1, 26, 24, 5, 8]",[1],-646271339
"[1, -19, -17, -5, 18]",[1],-1522607372
"[1, 10, 27, -10, -10]",[1],-16806960
"[1, -25, -1, 17, -4]",[1],123527632
"[1, 19, 18, -31, 21]",[1],-1665231836
"[1, 24, -7, 19, 11]",[1],-1950344031
"[1, -6, -22, -10, -1]",[2],504384
"[1, 29, -19, 27, 6]",[1],-4035778224
"[1, -16, 13, 22, -21]",[2],-29046416
"[1, -3, -13, 12, -7]",[1],-5166319
"[1, -21, -17, 24, 26]",[1],-1302761956
"[1, -21, 20, -2, 21]",[1],-1909773323
"[1, 24, 32, 27, 30]",[1],-3271821675
"[1, 7, -20, -29, 17]",[1],253532272
"[1, -4, 14, 21, -30]",[1],-75764859
"[1, -14, -24, -12, -5]",[1],-18869936
"[1, 28, -5, 6, -13]",[1],-2769665712
"[1, 32, 18, -25, -18]",[1],-1365874843
"[1, 24, -9, -25, -27]",[1],-7642597671
"[1, 13, 19, -1, -23]",[1],-122243659
"[1, -17, -32, -21, 21]",[1],-2530121328
"[1, -13, 2, 24, -13]",[2],22687261
"[1, 32, -28, -28, 27]",[1],-3198153728
"[1, 18, -8, 4, -32]",[1],-3219270400
"[1, -11, 12, -9, -25]",[1],-170850892
"[1, -16, 29, 26, 27]",[1],-1383230864
"[1, -19, -8, 9, 26]",[1],-2346913575
"[1, -8, -9, 7, -19]",[1],-91907303
"[1, -4, -21, -29, 20]",[1],-150957999
"[1, -2, 22, -32, -15]",[1],-126160816
"[1, 3, -6, 22, -15]",[1],-7293051
"[1, 0, -15, 6, 26]",[1],4519904
"[1, -8, 19, -20, 13]",[2],-117616
"[1, 21, -32, -24, -23]",[1],-8381474523
"[1, -32, 30, 28, 15]",[1],-10191923968
"[1, 9, -31, 29, -13]",[1],-17123571
"[1, -29, -16, 20, -6]",[1],-804322380
"[1, -6, -25, -16, 18]",[1],-57312128
"[1, -30, 11, -29, 17]",[1],-6020676375
"[1, -29, 21, -10, 32]",[1],-15391724652
"[1, -24, 21, -7, 11]",[1],-752383039
"[1, 20, 6, 0, 29]",[1],-3349523200
"[1, -6, -26, -22, -16]",[1],-49783856
"[1, -23, -18, -9, -19]",[1],-2760457468
"[1, -28, 28, 24, 4]",[1],-32309248
"[1, -5, 25, 7, -13]",[1],-84316979
"[1, -31, 3, 32, 4]",[1],3215757024
"[1, -3, -28, -14, 26]","[1, 0]",100290132
"[1, -22, -29, -22, 24]",[1],-7650962416
"[1, -15, -11, -32, 9]",[1],-931212415
"[1, -23, -23, 28, 14]",[1],2413732636
"[1, -15, -8, 8, 10]",[1],-103220620
"[1, -17, -3, -16, -10]",[1],-279289188
"[1, -1, 13, 20, -30]",[1],-74681140
"[1, -26, 24, 27, -2]",[1],1762478149
"[1, -30, -30, 31, -17]",[1],-13405607915
"[1, 3, 14, 23, -29]",[1],-47830880
"[1, -6, 3, -16, 6]",[1],-4254336
"[1, -28, -7, -13, -3]",[1],-240171815
"[1, -4, 22, 14, -23]",[1],-144645040
"[1, 13, 12, -6, -29]",[1],-330179243
"[1, 8, -16, 6, -7]",[1],-15513008
"[1, 31, 24, 10, -1]",[2],-144315635
"[1, 17, 9, 26, -21]",[1],-1521869863
"[1, -6, 18, -12, -2]",[2],-674240
"[1, 23, -23, 11, -2]",[1],-2439916
"[1, -4, -26, -11, 14]",[1],49258949
"[1, 17, 12, 4, -3]",[1],-21952499
"[1, 15, 5, 18, 13]",[1],-224324415
"[1, -17, 5, 27, -26]",[1],-674350700
"[1, 13, -31, -15, -22]",[1],-2141770316
"[1, 18, -2, 23, 25]",[1],-2327646187
"[1, -3, -22, 10, -12]",[1],-68166800
"[1, -27, 9, 17, 29]",[1],-12392086243
"[1, 26, -10, 32, 20]",[1],-10016908544
"[1, -26, 24, 2, 15]",[1],-2935095296
"[1, 7, -18, 10, -29]",[1],-202390083
"[1, 17, -27, -5, 1]",[2],55264109
"[1, 12, 31, 17, -31]",[1],-61857791
"[1, 30, -20, 32, -29]",[1],-15049116976
"[1, 18, -7, -28, -22]",[1],-1385842752
"[1, -4, 29, 7, -9]",[1],-112882071
"[1, -10, 6, 30, -29]",[1],7265344
"[1, 4, -6, 7, -19]",[1],-10387499
"[1, 26, -6, 16, -9]",[1],-1058513072
"[1, -1, 1, -16, -11]","[1, 1]",-2804503
"[1, -18, -16, 19, 7]",[1],360323005
"[1, -4, 32, -23, 29]",[1],195007397
"[1, -22, 2, -3, 29]",[1],-5176367579
"[1, 23, -2, -22, -25]",[1],-4442882747
"[1, -7, 29, -18, -3]",[1],-15336159
"[1, -10, 0, -19, 30]",[1],-306372667
"[1, 3, 15, -23, -20]",[1],-81072896
"[1, -22, -22, -12, -28]",[1],-5258796800
"[1, -32, -13, -25, 18]",[1],-15476336487
"[1, -16, 12, 28, 22]",[1],-775973632
"[1, -12, -20, -8, 31]",[1],-1030727680
"[1, -9, 0, 13, 5]",[1],1389560
"[1, 21, -5, -27, -19]",[1],-1620334891
"[1, -20, -21, -6, 27]",[1],-4210258608
"[1, -24, 21, -28, -31]",[1],-11207025328
"[1, 17, -11, 28, 30]",[1],-4001348996
"[1, 12, 18, 18, 2]",[1],-7269808
"[1, -10, -28, -2, 32]",[1],-264368944
"[1, -2, -22, 9, 27]",[2],75278133
"[1, 0, 23, 2, 28]",[1],78078112
"[1, 32, 32, 31, -14]",[1],-12575753883
"[1, -23, 8, -21, -7]",[1],-983540936
"[1, 2, 19, 31, 11]",[2],-4273831
"[1, -4, -13, 30, 6]",[1],24824064
"[1, -9, -24, -26, -16]",[1],-21871696
"[1, -17, -6, -5, 2]",[1],-17906567
"[1, -20, -20, 25, -18]",[1],-2839032667
"[1, 21, -23, -30, 6]",[1],2200739064
"[1, 19, 0, 15, -13]",[1],-692092660
"[1, 25, 12, 1, 29]",[1],-8001104576
"[1, -26, -8, -30, -25]",[1],-8202316800
"[1, 1, 13, -7, -25]","[0, 1]",-31908523
"[1, -8, 29, 10, 8]",[1],62775424
"[1, 6, -32, -25, -32]",[1],-1241037787
"[1, -27, 1, 14, -21]",[1],-5917183951
"[1, 10, 3, 10, -12]",[1],-44983408
"[1, -10, 23, 8, -24]",[1],5058304
"[1, -8, 5, 23, -20]",[2],4904289
"[1, -19, 5, -26, 8]",[1],-562126924
"[1, 22, -8, 15, 14]",[1],-1854295851
"[1, -26, 25, -4, -3]",[1],-59335472
"[1, 23, -9, -22, 19]",[1],-1491908031
"[1, -3, 18, 12, 18]",[1],40092084
"[1, -10, 10, 6, 20]",[1],-64402992
"[1, -30, 12, 16, -20]",[1],-5760783104
"[1, 32, -18, -14, -29]",[1],-30893299888
"[1, -11, 31, -24, -1]","[3, 0]",566049
"[1, -1, 26, 25, -25]",[1],-387017800
"[1, -4, -12, 24, 24]",[1],15372288
"[1, 19, -12, 14, -5]",[1],-72660091
"[1, -20, 1, -24, -25]",[1],-3224715216
"[1, 17, -6, 17, 8]",[1],-351252887
"[1, -25, -13, 21, 2]",[1],806344564
"[1, 2, -12, 24, 4]",[1],-16579328
"[1, 14, 30, 20, 5]",[1],-618800
"[1, -10, 17, 31, -19]",[1],31498289
"[1, 18, -26, -15, 17]",[1],426420293
"[1, -4, -16, -8, -13]",[1],-18663424
"[1, 10, 3, -3, -2]",[1],-489623
"[1, 7, -17, -11, -20]",[1],-174515200
"[1, -2, -12, 23, 9]",[1],885613
"[1, -22, 30, 6, 26]",[1],-4570726576
"[1, 5, 12, 6, -5]",[1],-168539
"[1, 8, 22, 23, 3]","[2, 1, 0]",-11419
"[1, -31, -6, 19, 31]",[1],-21899216632
"[1, 10, 12, 7, 20]",[1],-41880875
"[1, 26, -11, -15, -32]",[1],-15278927239
"[1, 13, 8, 23, 26]",[2],-372608575
"[1, -1, 17, -20, -18]",[1],-56657028
"[1, 27, -14, 22, 1]",[2],-971514523
"[1, 7, -32, -23, -13]",[1],-410946140
"[1, 17, -32, -31, 31]",[1],3357877964
"[1, -30, 6, -27, -1]",[2],-2146938619
"[1, 0, 8, 20, 22]",[1],5201152
"[1, 29, -29, 31, 11]",[1],-9455101315
"[1, -32, 31, 15, 32]",[1],-34797769623
"[1, -8, -16, 11, 9]",[1],34126677
"[1, 8, -28, 20, 16]",[1],-148777728
"[1, -15, -16, 29, -23]",[1],-1387293008
"[1, -31, 20, 0, -12]",[1],-2861614896
"[1, -13, 3, -6, -10]",[1],-79591000
"[1, -28, 10, 12, -20]",[1],-5051400448
"[1, 15, 14, 28, 29]",[2],-593765475
"[1, -11, -23, 3, -24]",[1],-817253388
"[1, -21, -29, -16, -23]",[1],-2835337639
"[1, 16, -10, 30, -23]",[1],-1073643440
"[1, -7, 9, -22, 20]",[2],-9373244
"[1, -2, 15, 24, 20]",[1],30229376
"[1, -22, -11, 18, -3]",[1],98960832
"[1, 2, -4, 20, -6]",[1],-4318400
"[1, 19, -12, 23, 25]",[1],-3967720528
"[1, 28, 13, 24, -27]",[1],-15069800304
"[1, 21, 32, -9, 17]",[1],-2160090568
"[1, -26, 14, -18, -11]",[1],-2391676928
"[1, 2, 30, 15, -1]",[2],-32823643
"[1, 4, 14, 20, 3]",[1],-743424
"[1, -14, -29, 6, 24]",[1],-36942768
"[1, 3, 13, -13, -29]",[1],-41890963
"[1, 18, 23, -24, -11]",[2],621435312
"[1, 0, -12, -13, -14]",[1],-4474571
"[1, -28, -15, -4, 6]",[1],-749877088
"[1, 8, 11, 24, -5]",[1],-21345488
"[1, 11, -7, 22, 31]",[1],-777856383
"[1, -29, 14, -6, -11]",[1],-2406593891
"[1, 21, 4, -3, -8]",[1],-301898439
"[1, 20, 0, -22, 18]",[1],-1057313200
"[1, 25, -1, -28, 11]",[2],148988417
"[1, -31, -3, -28, 17]",[1],-10893010775
"[1, -20, 18, 26, 16]",[1],-1299433648
"[1, 26, 7, -17, -16]",[2],-2025915583
"[1, -30, 2, 17, -26]",[1],-13558943891
"[1, -25, -4, 11, -28]",[1],-8776685375
"[1, 27, 29, 6, -31]",[1],-10719232303
"[1, 9, -17, -3, 8]","[1, 0]",8167604
"[1, -24, 7, -28, 30]",[1],-7493510368
"[1, 7, -22, 7, 13]",[1],-10298436
"[1, 5, 28, 23, -28]",[1],-164883671
"[1, -9, -21, -27, 29]",[1],-882438403
"[1, -31, -7, 8, 19]",[1],-8661999375
"[1, 7, 24, -28, -10]",[1],-167105484
"[1, -14, 13, 8, 16]",[1],-242692096
"[1, 27, -32, 10, -32]",[1],-17565638800
"[1, 1, -32, -27, -1]",[2],77462364
"[1, 25, 6, -20, 24]",[1],-6040652800
"[1, 5, 6, -21, 21]",[1],12698532
"[1, 26, 14, -27, -29]",[1],-4426056539
"[1, 7, 11, -28, -28]",[1],-22112944
"[1, -16, -2, -29, -13]",[1],-681698443
"[1, -9, 14, 4, 11]",[1],-8044563
"[1, -7, 8, -13, -24]",[1],-31407383
"[1, 31, 9, -11, 29]",[1],-21279148691
"[1, -27, -14, 17, -6]",[1],-694536823
"[1, -9, 4, 27, -4]",[2],33888449
"[1, -15, -17, -12, -20]",[1],-590495184
"[1, -2, 8, -26, -30]",[1],-46069808
"[1, 23, 32, 11, 22]",[1],-2471709999
"[1, -5, -32, -6, 21]",[2],245513637
"[1, 10, 5, -5, 1]",[2],-157719
"[1, -6, -3, 31, 3]",[1],10368729
"[1, 15, -18, -23, -9]",[1],-239825448
"[1, -4, 21, -32, -21]",[1],-74962832
"[1, 0, 15, 28, 4]",[1],-17610368
"[1, 11, -25, 14, 27]",[1],-766982807
"[1, -10, -24, -28, -6]",[1],-33490624
"[1, -32, -11, -20, -8]",[1],-1909734592
"[1, -15, 29, -19, -15]",[1],-213125843
"[1, 23, 8, 10, 7]",[1],-279431523
"[1, -12, -11, -20, -9]",[1],-56224528
"[1, -27, -31, 25, 8]",[1],4222090464
"[1, -8, 12, -8, 9]",[1],-1322752
"[1, 29, -32, -19, 1]",[2],1550972960
"[1, -3, -26, -30, 5]",[2],-1005715
"[1, -18, -29, -25, 30]",[1],-6245472775
"[1, -25, 32, 2, -21]",[1],-1774701371
"[1, 28, 18, -27, 5]",[1],389168933
"[1, -22, 29, 31, -16]",[1],2679969233
"[1, -1, 19, -8, 7]",[1],10239569
"[1, 17, 32, -8, 27]",[1],-1604363043
"[1, 29, 18, 27, 7]",[1],-1192877384
"[1, -9, -7, 22, 21]",[1],-11682743
"[1, 24, -12, -26, -31]",[1],-11018521264
"[1, 20, 25, 5, 16]",[1],-851350999
"[1, 0, 22, 1, 7]","[1, 1]",23268389
"[1, 21, 28, -1, 28]",[1],-3695005159
"[1, -18, -31, -31, -22]",[1],-667172463
"[1, 12, 13, -26, -6]",[1],99707552
"[1, -10, -9, -10, 15]",[1],-131402560
"[1, -26, -16, -23, -18]",[1],-3247011371
"[1, 14, -22, 24, -24]",[1],-481760256
"[1, -22, -25, 6, 16]",[1],-907884656
"[1, -16, 28, -20, 14]",[1],-67238656
"[1, 10, -17, 5, 26]",[1],-360664375
"[1, -17, -18, 32, 11]",[1],1319691069
"[1, 27, 3, -7, 15]",[2],-3235739643
"[1, -29, 26, -21, 10]",[1],-634471799
"[1, -3, -32, 16, 14]",[1],303147412
"[1, 29, 12, -27, 7]",[2],20009308
"[1, -32, -12, 15, -23]",[1],-18076649243
"[1, 10, 16, 22, -11]",[1],-50716864
"[1, 21, 7, 22, 5]",[1],-372798863
"[1, -3, -12, -5, 12]",[1],-3317463
"[1, -3, -11, 20, -25]","[1, 0]",-20762975
"[1, 16, 25, 11, 22]",[1],-420092431
"[1, -23, 3, -13, 21]",[1],-3194978675
"[1, -3, -26, 8, 18]",[1],132682388
"[1, 16, -11, 25, 14]",[1],-1080040655
"[1, -11, 25, 7, 30]",[1],-60241840
"[1, -20, -30, -2, 9]",[1],-96607408
"[1, -21, 30, 20, 11]",[1],-1233368131
"[1, -18, 8, -10, -31]",[1],-2643746496
"[1, -26, 32, 3, -1]",[2],93006397
"[1, 2, 27, -1, 21]",[1],142380329
"[1, -6, -25, 1, -5]",[1],-50496383
"[1, -26, 25, -28, 9]",[1],-502430000
"[1, 5, 10, -31, 17]",[1],4710556
"[1, -28, 28, 25, 10]",[1],-2790750235
"[1, 21, 16, 4, 26]",[1],-2819889740
"[1, -10, -13, -1, 22]",[2],-208728471
"[1, 11, -6, -27, -31]",[1],-434763868
"[1, -31, 15, -4, 21]",[1],-9733495063
"[1, -6, -20, 19, 11]",[1],98905645
"[1, 15, -29, -23, 28]",[1],1202658368
"[1, 5, -8, -31, 2]",[1],15255529
"[1, -27, -13, 31, 3]",[1],2960340349
"[1, -22, -20, 4, 2]",[2],48034112
"[1, 14, 24, 0, 15]",[1],-179636400
"[1, 2, -8, -15, -8]",[1],-217819
"[1, -5, -11, -21, -18]",[1],-11906028
"[1, 14, 17, 17, -12]",[1],-196547231
"[1, -25, -13, -18, -4]",[1],-282522428
"[1, 21, 18, 1, 10]",[1],-476515031
"[1, 16, -3, -30, 1]",[2],449446864
"[1, -30, 1, 12, 7]",[1],-922496688
"[1, -20, -19, 12, 13]",[1],-146111792
"[1, 10, 10, 23, 10]",[1],-24145507
"[1, 1, -8, 21, 25]",[1],-23908048
"[1, -8, 6, 15, -15]",[2],-49275
"[1, -31, -23, -29, 23]",[1],-25866694051
"[1, 24, -12, 31, -18]",[1],-3186461403
"[1, 0, -29, 27, -1]",[2],48389321
"[1, 25, 22, -24, 12]",[1],-2139330096
"[1, 6, 30, 2, 5]","[0, 1]",42112256
"[1, -25, 29, -28, -17]",[1],-5374751151
"[1, 20, 25, 8, 9]",[1],-222807088
"[1, -12, 30, 30, -3]",[1],14037840
"[1, -3, 4, -18, -25]",[2],-15547459
"[1, 18, -2, 28, -24]",[1],-2101081600
"[1, 2, 10, 18, -25]",[1],-23595456
"[1, -12, 4, -28, -25]",[1],-561310976
"[1, -31, 30, -31, -27]",[2],-26830479028
"[1, -14, -30, 2, -10]",[1],-589203504
"[1, 5, -14, -11, -18]",[1],-57174575
"[1, 17, -9, -18, -12]",[1],-431074332
"[1, 10, -14, 4, 13]",[1],-84153136
"[1, 7, 16, 1, -2]",[1],-355831
"[1, 19, -25, -17, 1]",[2],348743757
"[1, -26, 25, 4, 13]",[1],-2485755568
"[1, 26, 2, -23, -31]",[1],-10222320523
"[1, -26, 17, 30, 9]",[1],-446763456
"[1, -26, -11, -19, 1]",[2],-572218423
"[1, -22, 2, 3, -21]",[2],-2699158587
"[1, 8, -9, -20, -14]",[1],-41388448
"[1, 23, -9, 26, -25]",[1],-4722909431
"[1, 30, 20, -22, -24]",[1],-4592442416
"[1, 31, -18, -15, 7]",[2],421953592
"[1, -25, 13, -23, -18]",[2],-4993202096
"[1, 19, -16, 18, 7]",[1],-636732179
"[1, 17, -22, 0, -13]",[2],-755610323
"[1, -19, 12, 1, 6]",[2],-125182823
"[1, 10, 7, 7, 29]",[1],-138127751
"[1, 10, 4, 28, -11]",[1],-138128560
"[1, 19, -6, 28, -20]",[1],-1743694128
"[1, 8, -7, -10, -7]",[1],-11606000
"[1, 7, 0, -9, -13]",[1],-8341348
"[1, -10, -18, -11, 6]",[1],-41271971
"[1, -32, 8, -1, -11]",[1],-3312798363
"[1, 11, -10, 22, -5]",[1],-54002259
"[1, -27, -13, 27, -19]",[1],-6469678171
"[1, 17, 29, -19, -7]",[1],370184125
"[1, 17, -26, -23, -18]",[1],-2395218023
"[1, 11, 4, 11, -7]",[1],-29485280
"[1, -21, -21, -20, -8]",[1],-160677968
"[1, 7, -28, 25, -9]",[2],-5729948
"[1, -28, 1, -9, -15]",[1],-3831625143
"[1, 8, 16, 13, -18]",[1],-8851019
"[1, 9, -15, 6, 19]",[1],-146091983
"[1, -7, 6, -22, -30]",[1],-89132620
"[1, 0, -23, -11, -11]",[1],-47884111
